0.000000000000000000e+00 7.500000000000000000e+00 6.315789699554443359e+00 6.666666507720947266e+00 7.718707084655761719e+00 1.049538135528564453e+01 5.145284652709960938e+00 4.942055702209472656e+00 4.461296558380126953e+00 6.289831161499023438e+00
1.124999904632568359e+01 7.500000000000000000e+00 8.684210777282714844e+00 9.555555343627929688e+00 1.041091442108154297e+01 1.230509376525878906e+01 7.011723518371582031e+00 6.409001827239990234e+00 7.699546337127685547e+00 7.420520782470703125e+00
1.499999904632568359e+01 6.000000000000000000e+00 1.026315784454345703e+01 6.111111164093017578e+00 9.224517822265625000e+00 1.311666393280029297e+01 8.706868171691894531e+00 8.321170806884765625e+00 9.860342979431152344e+00 1.072722816467285156e+01
1.499999904632568359e+01 7.500000000000000000e+00 9.473684310913085938e+00 8.111110687255859375e+00 1.117493343353271484e+01 1.236805534362792969e+01 8.574583053588867188e+00 6.719063282012939453e+00 8.590159416198730469e+00 7.918450355529785156e+00
1.124999904632568359e+01 7.500000000000000000e+00 8.684210777282714844e+00 8.000000000000000000e+00 8.363564491271972656e+00 1.236975765228271484e+01 6.270846366882324219e+00 7.270959854125976562e+00 7.765249252319335938e+00 6.810121536254882812e+00
1.499999904632568359e+01 7.500000000000000000e+00 7.894736766815185547e+00 5.888888835906982422e+00 9.176652908325195312e+00 1.388149166107177734e+01 4.146426677703857422e+00 7.750540256500244141e+00 8.561467170715332031e+00 8.166180610656738281e+00
1.124999904632568359e+01 6.000000000000000000e+00 9.473684310913085938e+00 7.555555343627929688e+00 1.015644168853759766e+01 1.251539707183837891e+01 1.001199626922607422e+01 7.725863933563232422e+00 9.173534393310546875e+00 8.473942756652832031e+00
1.499999904632568359e+01 7.500000000000000000e+00 9.473684310913085938e+00 9.111110687255859375e+00 1.283566951751708984e+01 1.221551513671875000e+01 7.007159709930419922e+00 6.476698398590087891e+00 7.981794834136962891e+00 1.050008106231689453e+01
1.124999904632568359e+01 7.500000000000000000e+00 3.157894849777221680e+00 4.333333492279052734e+00 1.085045814514160156e+01 1.223868274688720703e+01 4.351192116737365723e-01 6.621762752532958984e+00 6.171994209289550781e+00 8.648850440979003906e+00
1.124999904632568359e+01 7.500000000000000000e+00 5.526315689086914062e+00 3.666666746139526367e+00 1.127048587799072266e+01 1.170021057128906250e+01 1.682899951934814453e+00 6.981541156768798828e+00 5.866715908050537109e+00 9.713929176330566406e+00
1.499999904632568359e+01 7.500000000000000000e+00 9.473684310913085938e+00 8.000000000000000000e+00 1.008338642120361328e+01 1.137358570098876953e+01 6.515062808990478516e+00 6.092928886413574219e+00 7.042981147766113281e+00 8.085840225219726562e+00
1.499999904632568359e+01 7.500000000000000000e+00 7.894736766815185547e+00 4.777777671813964844e+00 8.473949432373046875e+00 9.907216072082519531e+00 4.665588855743408203e+00 6.979431152343750000e+00 5.789049625396728516e+00 4.775843620300292969e+00
1.499999904632568359e+01 7.500000000000000000e+00 1.184210586547851562e+01 9.777777671813964844e+00 1.290267753601074219e+01 1.169728469848632812e+01 1.254717350006103516e+01 5.990491390228271484e+00 9.710097312927246094e+00 1.055162143707275391e+01
1.124999904632568359e+01 7.500000000000000000e+00 9.473684310913085938e+00 7.333333492279052734e+00 9.898663520812988281e+00 1.277946090698242188e+01 7.291603565216064453e+00 6.625663757324218750e+00 8.474613189697265625e+00 6.142444133758544922e+00
1.499999904632568359e+01 6.000000000000000000e+00 9.473684310913085938e+00 7.555555343627929688e+00 1.255658340454101562e+01 1.218333911895751953e+01 1.108471012115478516e+01 6.105267047882080078e+00 9.127004623413085938e+00 1.080886268615722656e+01
1.124999904632568359e+01 7.500000000000000000e+00 8.684210777282714844e+00 7.000000000000000000e+00 7.652283191680908203e+00 1.429049873352050781e+01 6.523411273956298828e+00 7.338551521301269531e+00 8.711770057678222656e+00 5.444175243377685547e+00
1.124999904632568359e+01 1.500000000000000000e+00 1.026315784454345703e+01 9.444444656372070312e+00 1.135050106048583984e+01 9.216588020324707031e+00 9.687220573425292969e+00 8.278545379638671875e+00 6.719007492065429688e+00 1.201526737213134766e+01
1.499999904632568359e+01 7.500000000000000000e+00 1.105263137817382812e+01 8.777777671813964844e+00 9.170961380004882812e+00 1.235870265960693359e+01 7.496674060821533203e+00 6.569329738616943359e+00 7.333112716674804688e+00 5.927242755889892578e+00
7.499999523162841797e+00 6.000000000000000000e+00 6.315789699554443359e+00 6.000000000000000000e+00 9.122595787048339844e+00 1.234173488616943359e+01 4.206552505493164062e+00 7.186719417572021484e+00 6.918190479278564453e+00 6.839047908782958984e+00
1.499999904632568359e+01 7.500000000000000000e+00 1.026315784454345703e+01 5.000000000000000000e+00 1.095137405395507812e+01 1.496290779113769531e+01 4.276600360870361328e+00 1.016913604736328125e+01 1.079497718811035156e+01 8.735371589660644531e+00
